bldg_id,in.county,in.vacancy_status,in.cec_climate_zone,stratum,weight,study_weight,inclusion_probability,out.electricity.total.energy_consumption..kwh
354079,G0600010,Occupied,3,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,5782.5852861162
357666,G0600010,Occupied,3,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,6855.811545188601
367033,G0600010,Occupied,3,Multi-Family with 5+ Units | cooling installed,253.90367272727272,2306.291693939394,0.11009174311926606,5946.998156498401
367565,G0600010,Occupied,3,Single-Family Attached | cooling installed,253.90367272727272,2344.875095187166,0.10828025477707007,11033.2465798194
371695,G0600010,Occupied,3,Multi-Family with 5+ Units | cooling installed,253.90367272727272,2306.291693939394,0.11009174311926606,12355.2901774916
374720,G0600010,Occupied,3,Single-Family Detached | no cooling,253.90367272727272,2319.444361670762,0.10946745562130178,5251.5405069138005
376967,G0600010,Occupied,3,Multi-Family with 5+ Units | no cooling,253.90367272727272,2348.608972727273,0.10810810810810811,4107.6841199232
377576,G0600010,Occupied,3,Mobile Home | no cooling,253.90367272727272,634.7591818181818,0.4,4134.0605162412
378903,G0600010,Occupied,3,Multi-Family with 5+ Units | cooling installed,253.90367272727272,2306.291693939394,0.11009174311926606,10458.241140087
383430,G0600010,Occupied,3,Multi-Family with 2 - 4 Units | cooling installed,253.90367272727272,2268.206143030303,0.11194029850746269,2996.0655506546004
384403,G0600010,Occupied,3,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,5111.745606428401
385645,G0600010,Occupied,12,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,10918.362720301002
388870,G0600010,Occupied,3,Single-Family Detached | no cooling,253.90367272727272,2319.444361670762,0.10946745562130178,12124.9363163144
393540,G0600010,Occupied,12,Multi-Family with 5+ Units | no cooling,253.90367272727272,2348.608972727273,0.10810810810810811,7450.1596755542005
393775,G0600010,Occupied,3,Single-Family Attached | cooling installed,253.90367272727272,2344.875095187166,0.10828025477707007,6415.0326556078
394387,G0600010,Occupied,3,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,14760.231379552799
394839,G0600010,Occupied,3,Multi-Family with 2 - 4 Units | cooling installed,253.90367272727272,2268.206143030303,0.11194029850746269,2476.7436142602
399395,G0600010,Occupied,3,Multi-Family with 5+ Units | cooling installed,253.90367272727272,2306.291693939394,0.11009174311926606,6257.3604198402
402890,G0600010,Occupied,3,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,8211.5583159338
408584,G0600010,Occupied,3,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,16227.9312991144
409646,G0600010,Occupied,3,Multi-Family with 5+ Units | cooling installed,253.90367272727272,2306.291693939394,0.11009174311926606,5919.1564048294
414360,G0600010,Occupied,3,Multi-Family with 5+ Units | cooling installed,253.90367272727272,2306.291693939394,0.11009174311926606,6967.764694005
414450,G0600010,Occupied,3,Multi-Family with 2 - 4 Units | cooling installed,253.90367272727272,2268.206143030303,0.11194029850746269,3977.2674936842
415999,G0600010,Occupied,3,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,5285.829822127201
417748,G0600010,Occupied,12,Single-Family Detached | no cooling,253.90367272727272,2319.444361670762,0.10946745562130178,6533.7264390388
419092,G0600010,Occupied,3,Multi-Family with 5+ Units | cooling installed,253.90367272727272,2306.291693939394,0.11009174311926606,4301.4040973254
422919,G0600010,Occupied,3,Multi-Family with 2 - 4 Units | no cooling,253.90367272727272,2377.4616628099175,0.10679611650485436,6477.1637224902
423603,G0600010,Occupied,12,Multi-Family with 5+ Units | cooling installed,253.90367272727272,2306.291693939394,0.11009174311926606,7105.8011680692
425500,G0600010,Occupied,3,Single-Family Detached | no cooling,253.90367272727272,2319.444361670762,0.10946745562130178,10649.0304067872
425846,G0600010,Occupied,3,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,8649.113423742401
426020,G0600010,Occupied,12,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,6141.0112049708005
430448,G0600010,Occupied,3,Single-Family Detached | no cooling,253.90367272727272,2319.444361670762,0.10946745562130178,6859.0353269608
431414,G0600010,Occupied,3,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,8122.7577816632
432502,G0600010,Occupied,12,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,4590.6652436128
435163,G0600010,Occupied,12,Multi-Family with 5+ Units | cooling installed,253.90367272727272,2306.291693939394,0.11009174311926606,2506.6368634206
437957,G0600010,Occupied,3,Multi-Family with 5+ Units | no cooling,253.90367272727272,2348.608972727273,0.10810810810810811,10572.8319285352
439380,G0600010,Occupied,3,Multi-Family with 2 - 4 Units | no cooling,253.90367272727272,2377.4616628099175,0.10679611650485436,3510.4052788556
445162,G0600010,Occupied,3,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,8837.8511929512
445438,G0600010,Occupied,3,Multi-Family with 2 - 4 Units | cooling installed,253.90367272727272,2268.206143030303,0.11194029850746269,4721.081869851801
445478,G0600010,Occupied,3,Single-Family Detached | no cooling,253.90367272727272,2319.444361670762,0.10946745562130178,16608.337548234
446184,G0600010,Occupied,12,Multi-Family with 5+ Units | cooling installed,253.90367272727272,2306.291693939394,0.11009174311926606,6595.8575059212
452784,G0600010,Occupied,3,Multi-Family with 2 - 4 Units | cooling installed,253.90367272727272,2268.206143030303,0.11194029850746269,7623.0716069722
456591,G0600010,Occupied,3,Multi-Family with 5+ Units | cooling installed,253.90367272727272,2306.291693939394,0.11009174311926606,2817.878339973
459117,G0600010,Occupied,12,Single-Family Detached | no cooling,253.90367272727272,2319.444361670762,0.10946745562130178,9356.293916135
464621,G0600010,Occupied,3,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,3832.7834560756
464733,G0600010,Occupied,12,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,8539.5048434876
466503,G0600010,Occupied,12,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,4047.0184083917998
471150,G0600010,Occupied,3,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,6507.9361848612
476245,G0600010,Occupied,3,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,8015.2006988998
479097,G0600010,Occupied,3,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,17714.387767168802
484162,G0600010,Occupied,3,Multi-Family with 5+ Units | cooling installed,253.90367272727272,2306.291693939394,0.11009174311926606,9096.0468057974
484967,G0600010,Occupied,3,Multi-Family with 5+ Units | cooling installed,253.90367272727272,2306.291693939394,0.11009174311926606,3521.8350505934
485559,G0600010,Occupied,12,Single-Family Attached | no cooling,253.90367272727272,2132.7908509090908,0.11904761904761904,7353.4462223882
487112,G0600010,Occupied,3,Multi-Family with 5+ Units | cooling installed,253.90367272727272,2306.291693939394,0.11009174311926606,2094.2858676492
491889,G0600010,Occupied,3,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,6609.924917290799
499393,G0600010,Occupied,3,Multi-Family with 5+ Units | no cooling,253.90367272727272,2348.608972727273,0.10810810810810811,2982.2912103552003
508609,G0600010,Occupied,12,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,8875.3642899368
508960,G0600010,Occupied,3,Single-Family Attached | cooling installed,253.90367272727272,2344.875095187166,0.10828025477707007,4907.1819994288
509098,G0600010,Occupied,3,Multi-Family with 5+ Units | cooling installed,253.90367272727272,2306.291693939394,0.11009174311926606,4333.934986117601
509193,G0600010,Occupied,12,Single-Family Detached | no cooling,253.90367272727272,2319.444361670762,0.10946745562130178,9817.587780629801
511543,G0600010,Occupied,3,Single-Family Detached | no cooling,253.90367272727272,2319.444361670762,0.10946745562130178,9049.4485056356
512333,G0600010,Occupied,12,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,9876.49506574
516792,G0600010,Occupied,3,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,4827.4666683344
517024,G0600010,Occupied,3,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,15694.5419513504
518298,G0600010,Occupied,12,Multi-Family with 5+ Units | cooling installed,253.90367272727272,2306.291693939394,0.11009174311926606,3307.0139561368005
519108,G0600010,Occupied,3,Multi-Family with 2 - 4 Units | no cooling,253.90367272727272,2377.4616628099175,0.10679611650485436,2689.5132112254
519786,G0600010,Occupied,3,Multi-Family with 2 - 4 Units | cooling installed,253.90367272727272,2268.206143030303,0.11194029850746269,6871.344311909201
522277,G0600010,Occupied,3,Single-Family Attached | cooling installed,253.90367272727272,2344.875095187166,0.10828025477707007,2801.4663600418
522735,G0600010,Occupied,3,Multi-Family with 5+ Units | cooling installed,253.90367272727272,2306.291693939394,0.11009174311926606,4431.8207235644
523363,G0600010,Occupied,12,Multi-Family with 5+ Units | cooling installed,253.90367272727272,2306.291693939394,0.11009174311926606,2734.6461560362
527910,G0600010,Occupied,3,Multi-Family with 5+ Units | cooling installed,253.90367272727272,2306.291693939394,0.11009174311926606,4076.3255154118
529226,G0600010,Occupied,12,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,8006.4085667938
529726,G0600010,Occupied,3,Multi-Family with 2 - 4 Units | no cooling,253.90367272727272,2377.4616628099175,0.10679611650485436,2468.2445532244
530663,G0600010,Occupied,3,Multi-Family with 5+ Units | cooling installed,253.90367272727272,2306.291693939394,0.11009174311926606,6804.817178973801
531271,G0600010,Occupied,3,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,7237.0970075188
534441,G0600010,Occupied,3,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,10521.5444912502
534571,G0600010,Occupied,3,Multi-Family with 5+ Units | no cooling,253.90367272727272,2348.608972727273,0.10810810810810811,6035.505619698801
538571,G0600010,Occupied,3,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,7618.0893987788
539052,G0600010,Occupied,3,Mobile Home | cooling installed,253.90367272727272,1946.5948242424236,0.13043478260869565,6289.5982375622
540940,G0600010,Occupied,3,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,7988.2381604414
541621,G0600010,Occupied,3,Multi-Family with 5+ Units | cooling installed,253.90367272727272,2306.291693939394,0.11009174311926606,3443.8781459202
545739,G0600010,Occupied,3,Multi-Family with 5+ Units | no cooling,253.90367272727272,2348.608972727273,0.10810810810810811,3729.329368295
546961,G0600010,Occupied,3,Single-Family Attached | cooling installed,253.90367272727272,2344.875095187166,0.10828025477707007,11894.875526207401
